"PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported"
"2549_03","Mars","no","F/522/P","TRAPPIST-1e",55,"no",1281,0,7,1,0,"Oafron Prin","no"
"2550_01","Earth","yes","G/411/P","TRAPPIST-1e",16,"no",0,0,0,0,0,"Eliana Larlowelley","yes"
"2551_01","Earth","no","F/523/P","TRAPPIST-1e",32,"no",238,156,3,2,324,"Marlly Gamberson","no"
"2552_01","Earth","no","F/492/S","TRAPPIST-1e",19,"no",0,1124,4,0,0,"Arlen Vincenton","yes"
"2552_02","Earth","no","G/408/S","55 Cancri e",7,"no",0,0,0,0,NA,"Dorice Vincenton","yes"
"2552_03","Earth","no","G/408/S","55 Cancri e",4,"no",0,0,0,0,0,"Teryla Vincenton","yes"
"2553_01","Europa","yes","D/87/S","TRAPPIST-1e",30,"no",0,0,0,0,0,"Grafik Obnoftle","yes"
"2555_01","Europa","yes","B/78/P","55 Cancri e",24,"no",0,0,0,0,0,"Branasl Glisormal","yes"
"2555_02","Europa","yes","B/78/P","TRAPPIST-1e",34,"no",0,0,0,0,0,"Aldera Glisormal","yes"
"2557_01","Europa","yes","C/92/S","TRAPPIST-1e",30,"no",0,0,0,0,0,"Nusoton Flesping","yes"
"2558_01","Mars","no","F/525/P","TRAPPIST-1e",3,"no",0,0,0,0,0,"Chios Katte","yes"
"2558_02","Mars",NA,"F/525/P","TRAPPIST-1e",32,"no",0,0,0,0,0,"Sups Katte","yes"
"2558_03","Mars","no","F/525/P","TRAPPIST-1e",55,"no",403,0,922,0,0,"Wor Katte","yes"
"2558_04","Mars","yes","F/525/P","TRAPPIST-1e",0,"no",0,0,0,0,0,"Barave Katte","yes"
"2559_01","Europa","no",NA,"TRAPPIST-1e",51,"no",0,1949,0,2549,39,"Castab Clarty","no"
"2560_01","Earth","yes","G/412/P","PSO J318.5-22",0,"no",0,0,0,0,0,"Pennie Loway","yes"
"2560_02","Earth","no","G/412/P","TRAPPIST-1e",21,"no",882,0,0,NA,0,"Herina Loway","no"
"2560_03","Earth","no","G/412/P","TRAPPIST-1e",2,"no",0,0,0,0,0,"Ireene Loway","no"
"2561_01","Earth","no","E/178/S","TRAPPIST-1e",19,"no",194,44,0,549,1,"Jerek Casonston","no"
"2562_01","Mars","yes","F/526/P","TRAPPIST-1e",24,"no",0,0,0,0,0,"Con Brele","yes"
"2562_02","Mars","no","F/526/P","TRAPPIST-1e",20,"no",2502,0,96,0,0,"Snoles Brele","no"
"2564_01","Europa","no","E/179/S","TRAPPIST-1e",42,"no",2,3024,0,89,10,"Acceleb Unrent","yes"
"2565_01","Mars","yes","F/527/P","TRAPPIST-1e",17,"no",0,0,0,0,0,"Miloss Lepie","yes"
"2565_02","Mars","no","E/155/P","TRAPPIST-1e",32,"no",598,0,138,0,624,"Koops Lepie","no"
"2571_01","Earth","no","G/414/P","TRAPPIST-1e",28,"no",145,8,557,0,74,"Janee Lamberguson","yes"
"2572_01","Europa","yes","C/93/S","55 Cancri e",21,"no",0,0,0,0,0,"Sheratz Suptibler","yes"
"2572_02","Europa","yes","C/93/S","55 Cancri e",56,"yes",0,0,0,0,0,"Spuri Suptibler","yes"
"2573_01","Europa","yes","C/90/P","55 Cancri e",28,"no",0,0,0,0,0,"Luxinon Supriouse","yes"
"2574_01","Earth","no","F/496/S","TRAPPIST-1e",42,"no",10,303,12,0,478,"Berta Sweeton","no"
"2578_01","Earth","no","F/498/S","TRAPPIST-1e",18,"no",1153,0,0,1409,195,"Made Nasquez","no"
"2580_01","Earth","no","G/412/S","TRAPPIST-1e",24,"no",19,676,0,26,0,"Gretty Pentss","no"
"2581_01","Earth","no","E/156/P","TRAPPIST-1e",20,"no",496,20,16,0,254,"Eulah Conney","no"
"2581_02","Earth","no","F/531/P","TRAPPIST-1e",22,"no",26,0,0,0,733,"Ianya Conney","no"
"2582_01","Earth","no","G/415/P","TRAPPIST-1e",22,"no",98,0,46,641,0,"Kayd Chardsons","no"
"2584_01","Earth",NA,"G/417/P","PSO J318.5-22",21,"no",0,0,NA,0,0,"Lilace Woodwardy","no"
"2588_01","Earth","no","G/419/P","TRAPPIST-1e",28,"no",4,166,743,0,0,"Lardy Cardner","yes"
"2589_01","Europa","yes","C/91/P","TRAPPIST-1e",26,"no",0,0,0,0,0,"Alasmon Meteet","yes"
"2589_02","Europa","yes","C/91/P","55 Cancri e",50,"no",0,0,0,0,0,"Alphact Meteet","yes"
"2589_03","Europa","no","C/91/P","TRAPPIST-1e",26,"no",0,8150,0,3508,99,NA,"no"
"2589_04","Europa","no","C/91/P","TRAPPIST-1e",30,"yes",0,632,0,673,2272,"Weias Meteet","no"
"2589_05","Europa","yes","C/91/P","TRAPPIST-1e",29,"no",0,0,0,0,0,"Duhra Meteet","yes"
"2590_01","Earth","no","G/420/P","TRAPPIST-1e",8,"no",0,0,0,0,0,"Jeane River","no"
"2590_02","Earth","no","G/420/P","TRAPPIST-1e",45,"no",406,148,285,0,0,"Benew River","no"
"2590_03","Earth","yes","G/420/P","PSO J318.5-22",35,"no",0,0,0,0,0,"Judya River","yes"
"2591_01","Earth","no","F/499/S","PSO J318.5-22",18,"no",9,419,0,201,7,"Adammy Coolerson","no"
"2591_02","Earth","no","G/413/S","TRAPPIST-1e",23,"no",0,121,0,568,128,"Breney Coolerson","no"
"2592_01","Mars","no","D/75/P","TRAPPIST-1e",29,"yes",803,0,0,58,0,"Conk Flé","no"
"2592_02","Mars","no","D/75/P","TRAPPIST-1e",18,"no",1102,9,2628,0,0,"Cindee Flé","no"
"2593_01","Earth","no","G/421/P","TRAPPIST-1e",28,"no",804,2,13,0,62,"Terta Villenson","no"
"2594_01","Europa","yes","B/98/S","TRAPPIST-1e",34,"no",0,0,0,0,0,"Neutrix Cisorter","yes"
"2595_01","Mars","no","F/533/P","55 Cancri e",0,"no",0,0,0,0,0,"Lies Cakie","yes"
"2595_02","Mars",NA,"F/533/P","TRAPPIST-1e",4,"no",0,0,0,0,0,"Ban Cakie","yes"
"2595_03","Mars","no","D/76/P","TRAPPIST-1e",28,"no",938,61,0,53,4,"Res Fle","no"
"2595_04","Mars","no","F/533/P","TRAPPIST-1e",8,"no",0,0,0,0,0,"Treynx Fle","yes"
"2596_01","Mars","no","D/77/P","TRAPPIST-1e",20,"no",59,0,1646,1657,0,"Pon Stpie","no"
"2596_02","Mars","yes","F/534/P","TRAPPIST-1e",20,"no",0,0,0,0,0,"Carde Kniva","yes"
"2597_01","Mars","yes","F/500/S","TRAPPIST-1e",25,"no",0,0,0,0,0,"Want Jamai","yes"
"2597_02",NA,"no","F/500/S","55 Cancri e",31,"no",995,7,1213,0,687,"Pikes Jamai","no"
"2598_01","Mars","no","F/535/P","TRAPPIST-1e",37,"no",27,0,1131,0,1318,"Babix Scake","no"
"2599_01","Earth","yes",NA,"TRAPPIST-1e",21,"no",0,0,0,0,0,"Hery Bardinard","no"
"2601_01","Mars","yes","F/536/P","TRAPPIST-1e",24,"no",0,0,0,0,0,"Ries Jamai","yes"
"2602_01","Mars","yes","E/158/P","TRAPPIST-1e",34,"no",0,0,0,0,0,"Oakes Seche","no"
"2602_02","Mars","no","E/158/P","55 Cancri e",0,"no",0,0,0,0,0,"Aptal Chnik","yes"
"2602_03","Mars","yes","E/158/P","TRAPPIST-1e",25,"no",0,0,0,0,0,"Unch Seche","no"
"2605_01","Mars","yes","D/88/S","55 Cancri e",43,"no",0,0,0,0,0,"Vere Cone","yes"
"2606_01","Earth","no","F/537/P","TRAPPIST-1e",NA,"no",900,0,0,0,1,"Garion Dawsoncis","no"
"2606_02","Earth","no","F/537/P","TRAPPIST-1e",45,"no",10,16,801,73,NA,"Claura Dawsoncis","no"
"2607_01","Europa","yes","B/99/S","TRAPPIST-1e",63,"no",0,0,0,0,0,"Homamin Brakepined","yes"
"2607_02","Europa","yes","B/99/S","TRAPPIST-1e",17,"no",0,0,0,0,0,"Zedark Brakepined","yes"
"2607_03","Europa","no","B/99/S","55 Cancri e",35,"no",0,1471,2,445,533,"Hekaron Brakepined","yes"
"2607_04","Europa","no","B/99/S","TRAPPIST-1e",12,"no",0,0,0,0,0,"Ainoxa Plattering","yes"
"2609_01","Earth","yes","G/416/S","PSO J318.5-22",NA,"no",0,0,0,0,0,"Vana Hopez","yes"
"2616_01","Earth",NA,"F/541/P","TRAPPIST-1e",17,"no",0,604,0,0,218,"Gracia Gallard","no"
"2617_01","Earth","no","G/424/P","PSO J318.5-22",32,"no",59,0,469,0,0,"Yolas Peckerson","no"
"2618_01",NA,"yes","E/159/P","TRAPPIST-1e",23,"no",0,0,0,0,0,"Rassias Freednal","yes"
"2619_01","Earth","no","F/504/S","55 Cancri e",17,"no",2000,0,0,0,0,"Elaney Chanan","no"
"2622_01","Earth","no","F/505/S","55 Cancri e",34,"no",492,0,13,55,0,"Tera Coley","no"
"2624_01","Earth","no","F/542/P","TRAPPIST-1e",15,"no",0,0,875,3,NA,"Annard Armstromez","no"
"2625_01","Earth","yes","G/426/P","TRAPPIST-1e",14,"no",0,0,0,0,0,"Paulie Stanleyd","yes"
"2625_02","Earth","no","E/160/P","TRAPPIST-1e",22,"no",0,1,271,0,1348,"Karlie Stanleyd","no"
"2626_01","Earth","no","F/543/P","TRAPPIST-1e",19,"no",232,0,479,0,5,"Tarah Barks","no"
"2627_01","Earth","no","F/544/P","PSO J318.5-22",40,NA,0,228,5,454,1,"Idave Kerristicey","no"
"2628_01","Europa","yes","A/21/P","55 Cancri e",25,"no",0,0,0,0,0,"Graviph Amoutake","yes"
"2628_02","Europa","no","A/21/P","55 Cancri e",51,"no",0,6,0,2085,67,"Sadlam Amoutake","no"
"2629_01","Earth","no","G/427/P","TRAPPIST-1e",22,"no",91,6,0,17,693,"Sethew Lardsonald","no"
"2631_01","Mars","yes","F/545/P","55 Cancri e",50,"no",0,0,0,0,0,"Sealfs Queke","yes"
"2633_01","Earth","no","G/428/P","55 Cancri e",26,"no",0,0,0,0,NA,"Herina Popez","no"
"2634_01","Mars","yes","F/508/S","TRAPPIST-1e",39,"no",0,0,0,0,NA,"Apies Pine","yes"
"2635_01","Mars","no","D/78/P","TRAPPIST-1e",18,"no",1867,0,29,72,NA,"Oafron Babre","yes"
"2636_01","Earth","no","G/419/S","TRAPPIST-1e",22,"no",NA,0,137,671,NA,"Idave Owerson","no"
"2638_01","Earth","no","E/181/S","TRAPPIST-1e",26,"no",0,29,0,759,0,"Gerry Mondsey","no"
"2640_01","Earth","no","F/510/S","TRAPPIST-1e",19,"no",0,0,0,0,1051,"Helean Wagnerray","no"
"2641_01","Earth","yes","G/420/S","PSO J318.5-22",16,"no",0,0,0,0,0,"Kendre Merkins","no"
"2642_01",NA,"no","G/430/P","TRAPPIST-1e",24,"no",0,0,17,0,793,"Violan Popez","no"
"2643_01","Earth","no","F/511/S","PSO J318.5-22",34,"no",122,0,6,739,0,"Terta Chasey","no"
"2645_01","Europa","no","C/95/S","TRAPPIST-1e",55,"no",0,815,1558,3,1334,"Alrais Fordulgaug","yes"
"2645_02","Europa","no","C/95/S","TRAPPIST-1e",42,"no",3,2174,0,10860,2564,"Tach Improus","no"
"2645_03","Europa","yes","C/95/S","TRAPPIST-1e",14,"no",0,0,0,0,0,"Mariton Improus","yes"
"2645_04","Europa","no","C/95/S","55 Cancri e",28,"no",0,3053,0,839,2153,"Meratz Improus","yes"
"2645_05","Europa","yes","C/95/S","55 Cancri e",26,"no",0,0,0,0,0,"Mesonon Improus","yes"
"2646_01","Europa","no","B/80/P","55 Cancri e",33,"no",0,286,1795,712,7041,"Hallah Roureed","no"
"2647_01","Earth","no","F/547/P","TRAPPIST-1e",24,"no",0,0,0,636,68,"Janney Johnsby","no"
"2648_01","Earth","no","G/421/S","TRAPPIST-1e",23,"no",490,313,0,6,0,"Allena Sullones","no"
"2649_01","Mars","no","D/79/P","TRAPPIST-1e",16,"no",46,0,1994,0,677,"Swoass Giba","no"
"2650_01","Earth","yes","G/431/P","TRAPPIST-1e",36,"no",0,0,0,0,0,"Artis Casonston","no"
"2651_01","Europa","yes","B/100/S","55 Cancri e",44,"no",0,0,0,0,0,"Sarid Geakerat","yes"
"2652_01","Earth","no","F/513/S","TRAPPIST-1e",22,"no",0,0,670,0,32,"Wally Davispinoz","yes"
"2655_01","Earth","yes","G/422/S","TRAPPIST-1e",30,"no",0,0,0,0,0,"Benny Ballocks","no"
"2657_01","Earth","no","F/514/S","TRAPPIST-1e",20,"no",0,27,1,686,1,"Ricard Gainney","no"
"2658_01","Earth","no","F/549/P","TRAPPIST-1e",21,NA,366,1136,795,132,0,"Craine Gentledges","no"
"2659_01","Mars","no","E/182/S","TRAPPIST-1e",14,"no",NA,0,0,0,0,"Luse Gelie","yes"
"2660_01","Earth","no","F/550/P","TRAPPIST-1e",27,"no",0,0,NA,2,1215,"Chael Avidson","no"
"2661_01","Earth","no","F/515/S","TRAPPIST-1e",19,"no",1,4,0,750,3,"Leene Vandan","no"
"2661_02","Earth","yes","G/423/S","TRAPPIST-1e",21,"no",0,0,0,0,0,"Bara Vandan","yes"
"2662_01","Mars","no","F/551/P","55 Cancri e",NA,"no",1722,4,937,0,0,"Gies Ban","no"
"2663_01","Earth","no","F/552/P","55 Cancri e",13,"no",0,0,0,4,811,"Penne Douglasen","yes"
"2664_01","Mars","yes","E/183/S","PSO J318.5-22",71,"no",0,0,0,0,0,"Kris Swin","yes"
"2666_01","Mars","yes","E/184/S","TRAPPIST-1e",28,"no",0,0,0,0,0,"Rank Curle","no"
"2666_02","Mars","no","E/184/S","55 Cancri e",18,"no",1874,0,260,0,0,"All Curle","no"
"2668_01","Earth","no","F/516/S","55 Cancri e",23,"no",29,34,1,2838,0,"Jacki Ingston","no"
"2668_02","Earth","no","G/424/S","55 Cancri e",34,"no",0,382,0,87,236,"Adamie Ingston","no"
"2670_01","Earth","no","G/432/P","TRAPPIST-1e",20,"no",4,790,0,15,0,"Glenna Leodger","no"
"2671_01","Earth","no","F/554/P","55 Cancri e",17,"no",0,33,0,56,708,"Anae Oconley","no"
"2672_01","Earth","no","F/555/P","PSO J318.5-22",21,"no",970,0,213,8,86,"Lillia Waltonson","no"
"2675_01","Europa","no","C/97/S","TRAPPIST-1e",33,"no",0,1554,3813,0,1435,"Rassias Iniouser","yes"
"2676_01","Europa","no","B/81/P","55 Cancri e",34,"no",3551,1284,1865,90,0,"Halsham Noxiong","yes"
"2677_01","Europa","no","D/90/S","TRAPPIST-1e",51,"no",0,302,0,1367,669,"Eleon Scerodbox","no"
"2678_01","Earth","no","F/517/S","TRAPPIST-1e",21,"no",0,680,0,10,0,"Gera Sosanturney","yes"
"2679_01","Earth","yes","G/426/S","TRAPPIST-1e",NA,"no",0,0,0,0,0,"Paulas Boltond","no"
"2682_01","Earth","no","G/434/P","TRAPPIST-1e",31,"no",880,0,0,8,0,"Berty Whiters","no"
"2683_01","Europa","no","A/32/S","TRAPPIST-1e",36,"no",2,1297,0,4,0,"Zaninon Parbage","yes"
"2684_01","Europa","no","B/83/P","TRAPPIST-1e",39,"no",0,7116,0,13208,1515,"Navior Ranaly","no"
"2685_01","Earth","no","G/435/P","TRAPPIST-1e",26,"no",886,0,0,0,21,"Lilly Webstephrey","no"
"2687_01","Earth","no","F/556/P","TRAPPIST-1e",51,"no",0,1347,0,43,0,"Carry Kimons","yes"
"2688_01",NA,"no","F/557/P","TRAPPIST-1e",24,"no",13,193,0,0,591,"Eriky Willy","no"
"2690_01","Earth","no","E/185/S","55 Cancri e",27,"no",339,104,116,160,0,"Eduana Stannondez","yes"
"2691_01","Earth","no","F/558/P","TRAPPIST-1e",31,"no",0,243,1,559,0,"Gracey Coxterez","no"
"2692_01","Earth","no",NA,"TRAPPIST-1e",24,"no",0,0,21,0,695,"Samie Weberts","no"
"2693_01","Europa","no","A/22/P","TRAPPIST-1e",57,"no",0,1514,0,72,1393,"Krab Pentical","no"
"2693_02","Europa","no","A/22/P","55 Cancri e",36,"yes",11,79,0,210,1895,"Jabbab Geousty","no"
"2693_03","Europa","no","A/22/P","TRAPPIST-1e",55,"no",0,846,0,263,2024,"Castram Geousty","no"
"2693_04","Europa","yes","A/22/P","55 Cancri e",NA,"no",0,0,0,0,0,"Mirfark Geousty","no"
"2695_01","Mars","no","E/186/S","TRAPPIST-1e",18,"no",947,0,4,4,0,"Honey Stike","no"
"2697_01","Mars","no","D/91/S","TRAPPIST-1e",27,NA,1893,487,4,0,0,"Pank Pimne","no"
"2698_01","Europa","no","C/94/P","TRAPPIST-1e",50,"no",0,2684,0,153,1751,"Shelik Sofraten","no"
"2700_01","Earth","no","F/520/S","TRAPPIST-1e",24,"no",45,138,1,0,530,"Daven Perkings","no"
"2701_01","Earth","yes","G/428/S","PSO J318.5-22",20,"no",0,0,0,0,0,"Cliney Thorney","yes"
"2702_01","Earth","yes","G/437/P","TRAPPIST-1e",24,"no",0,0,0,0,0,"Mollen Garnettiz","yes"
"2703_01","Earth","no","G/429/S","TRAPPIST-1e",18,"no",0,617,0,0,10,"Rena Ashipeck","no"
"2704_01","Earth","no","F/521/S","TRAPPIST-1e",44,"no",1178,1,348,0,0,"Alfrey Shieldson","no"
"2706_01","Europa","yes","B/102/S","55 Cancri e",27,"no",0,0,0,0,0,"Alchium Ressighty","yes"
"2707_01","Europa","no","B/103/S","TRAPPIST-1e",58,"no",1113,1650,0,194,510,"Ziba Belstrut","yes"
"2707_02","Europa","yes","B/103/S","PSO J318.5-22",29,"no",0,0,0,0,0,"Misa Belstrut","yes"
"2708_01","Earth","no","F/522/S","PSO J318.5-22",23,"no",3,548,37,0,12,"Pattin Cardner","yes"
"2709_01","Mars","yes","F/523/S","TRAPPIST-1e",3,"no",0,0,0,0,0,"Pies Welto","yes"
"2709_02","Mars","no","F/523/S","TRAPPIST-1e",0,"no",0,0,0,0,0,"Relix Welto","yes"
"2709_03","Mars","no","F/523/S",NA,33,"no",361,0,381,1622,0,"Rana Welto","no"
"2709_04","Mars","no","F/523/S","TRAPPIST-1e",12,NA,0,0,0,0,0,"Worms Ble","yes"
"2712_01","Europa","yes","B/105/S","TRAPPIST-1e",44,"no",0,0,0,0,0,"Mothab Doorge","yes"
"2713_01","Earth","yes","G/438/P","TRAPPIST-1e",20,"no",0,0,0,0,0,"Tarah Cleachrand","yes"
"2714_01","Earth","no","F/561/P","55 Cancri e",59,NA,269,1776,0,0,12,"Maryn Mcintons","no"
"2717_01","Earth","no","G/431/S","TRAPPIST-1e",18,"no",130,0,13,191,554,"Francy Mayder","no"
"2718_01","Europa","yes","B/106/S","TRAPPIST-1e",72,"no",0,0,0,0,0,"Quarkab Supred","yes"
"2720_01","Earth","no","G/439/P","PSO J318.5-22",23,"no",171,2373,1,30,985,"Felice Beckeey","no"
"2720_02","Earth","no","G/439/P","TRAPPIST-1e",11,"no",0,0,0,0,0,"Rancy Beckeey","no"
"2720_03","Earth","yes","G/439/P","TRAPPIST-1e",1,"no",0,0,0,0,0,"Noria Beckeey","yes"
"2721_01","Earth","no","F/563/P","PSO J318.5-22",25,"no",21,746,55,0,4,"Jodia Rigginson","no"
"2722_01","Mars","yes","D/93/S","55 Cancri e",25,"no",0,0,0,0,0,"Frunch Sutte","yes"
"2723_01","Europa","yes","C/99/S","TRAPPIST-1e",24,"no",0,0,0,0,0,"Bosonan Boderbint","yes"
"2723_02","Europa","no","C/99/S","TRAPPIST-1e",54,"no",0,5876,0,0,914,"Dabiton Boderbint","yes"
"2724_01","Mars","yes","F/564/P","55 Cancri e",17,"no",0,0,0,0,0,"Swack Merte","yes"
"2724_02","Mars","no","F/564/P","TRAPPIST-1e",48,"no",1200,0,38,48,0,"Manth Merte","no"
"2725_01","Earth","no","F/565/P","TRAPPIST-1e",40,"no",0,0,362,272,0,"Helle Bucknersony","no"
"2726_01","Earth","yes","G/440/P","TRAPPIST-1e",2,"no",0,0,0,0,0,"Kimmie Leson","no"
"2727_01","Earth","no","F/525/S","TRAPPIST-1e",32,"no",0,9,11,784,63,"Stany Hoopez","no"
"2729_01","Earth","yes","G/432/S","TRAPPIST-1e",15,"no",0,0,0,0,0,"Jodip Burchrison","yes"
"2730_01",NA,"yes","G/433/S","TRAPPIST-1e",52,"no",0,0,0,0,0,"Royce Douglasen","yes"
"2730_02","Earth","no","F/527/S","TRAPPIST-1e",16,"no",0,1115,0,1674,132,"Candra Douglasen","no"
"2730_03","Earth","yes","G/433/S","TRAPPIST-1e",16,"no",0,NA,0,0,0,"Elancy Douglasen","yes"
"2732_01","Earth","yes","G/435/S","55 Cancri e",16,NA,0,0,0,0,0,"Molley Hurles","yes"
"2732_02","Earth","no","G/435/S","55 Cancri e",6,"no",0,0,0,0,0,"Jilly Hurles","no"
"2734_01","Mars","no","F/567/P","TRAPPIST-1e",10,"no",0,0,0,0,0,"Eggies Wate","yes"
"2736_01","Mars","no","D/81/P","TRAPPIST-1e",27,"yes",1709,4,24,0,0,"Mark Prity","no"
"2737_01","Europa","no","C/100/S","55 Cancri e",45,"no",0,726,0,281,1257,"Naschab Forous","yes"
"2737_02","Europa","no","C/100/S","TRAPPIST-1e",26,"no",2381,1772,0,0,2618,"Giedia Arterate","no"
"2738_01","Mars","no","E/187/S","TRAPPIST-1e",29,"no",1049,0,0,0,0,"Tyog Ses","no"
"2739_01","Earth","yes","G/442/P","PSO J318.5-22",38,"no",0,0,0,NA,0,"Heryle Daughessey","yes"
"2740_01","Earth","no","E/163/P","TRAPPIST-1e",19,"no",1,143,0,254,107,"Garry Leetersoney","yes"
"2741_01","Mars","no","E/164/P","TRAPPIST-1e",43,"no",471,0,133,2,692,"Jackix Cake","no"
"2743_01","Earth","no","F/528/S","TRAPPIST-1e",15,"no",746,0,2,0,11,"Nelle Gregordy","no"
"2745_01","Mars","no","F/568/P",NA,31,"no",1511,0,310,0,0,"Libers Pre","no"
"2746_01","Mars","no","F/569/P","TRAPPIST-1e",52,"no",758,0,356,5,0,"Apix Wala","no"
"2747_01","Mars",NA,"F/570/P","TRAPPIST-1e",49,NA,0,0,0,0,0,"Stisps Chrie","yes"
"2748_01","Earth","no","F/529/S","55 Cancri e",29,"no",143,548,0,0,0,"Kimmie Mickersones","yes"
"2750_01","Earth","no","F/571/P","TRAPPIST-1e",18,NA,600,0,0,179,11,"Timmie Daviddley","yes"
"2751_01","Mars","yes","F/530/S",NA,41,"no",0,0,0,0,0,"Permit Must","yes"
"2752_01","Earth","no","G/444/P","TRAPPIST-1e",9,"no",0,0,0,0,0,"Jarena Ballocks","no"
"2752_02","Earth","yes","G/444/P","PSO J318.5-22",NA,"no",0,0,0,0,0,"Ollip Ballocks","no"
"2752_03","Earth","no","E/165/P","TRAPPIST-1e",58,"no",0,82,0,758,0,"Thel Ballocks","yes"
"2753_01","Earth","no","E/188/S","PSO J318.5-22",39,"no",0,0,0,0,907,"Wandy Summington","no"
"2754_01","Earth","no","E/166/P","TRAPPIST-1e",13,"no",911,1,0,74,0,"Heidie Santry","no"
"2755_01","Europa","yes","B/85/P","55 Cancri e",36,"no",0,0,0,0,0,"Beneba Glousspidy","yes"
"2756_01","Mars","no","F/572/P","55 Cancri e",23,"no",253,0,0,888,0,"Guink Corte","no"
"2758_01","Earth","yes","G/446/P","PSO J318.5-22",24,"no",NA,0,0,0,0,"Dennya Fielson","yes"
"2759_01","Earth","no","E/167/P","TRAPPIST-1e",33,"no",0,0,170,14,810,"Iree Kimons","no"
"2760_01","Earth",NA,"G/438/S","TRAPPIST-1e",18,"no",0,0,0,0,0,"Matty Rigginsen","no"
"2760_02","Earth","yes","G/438/S","TRAPPIST-1e",2,"no",0,0,0,0,0,NA,"no"
"2760_03","Earth","yes","G/438/S","TRAPPIST-1e",0,"no",0,0,0,0,0,"Chery Rigginsen","yes"
"2762_01","Earth","no","G/439/S","TRAPPIST-1e",36,"no",625,0,260,0,0,"Bobina Leonzaley","no"
"2762_02","Earth","no","G/439/S","55 Cancri e",15,"no",254,0,10,180,0,"Paulah Leonzaley","no"
"2763_01","Earth","no","E/168/P","TRAPPIST-1e",31,"no",91,756,0,0,12,"Sony Reynoldez","yes"
"2764_01","Earth","no","E/189/S","TRAPPIST-1e",42,"no",0,0,213,166,1209,"Racily Reyervaney","yes"
"2765_01","Mars","no","F/532/S","TRAPPIST-1e",27,"no",1502,1,0,0,0,"Callix Curie","no"
"2768_01","Earth","no","F/533/S","TRAPPIST-1e",36,"no",123,3,NA,7,0,"Herina Cartz","yes"
"2768_02","Earth","no","G/442/S","TRAPPIST-1e",0,"no",0,0,0,0,0,"Raceky Cartz","no"
"2768_03","Earth","yes","G/442/S","TRAPPIST-1e",3,"no",0,0,0,0,0,"Doryn Cartz","no"
"2769_01","Earth","no","F/573/P","PSO J318.5-22",22,"no",0,837,192,0,NA,"Lindy Fishopper","no"
"2770_01","Earth","no","G/443/S","TRAPPIST-1e",56,"no",0,1721,0,96,0,"Oraine Gainebergan","no"
"2772_01","Earth","no","G/444/S","TRAPPIST-1e",23,"no",0,0,0,757,0,"Patoya Meyersones","no"
"2773_01","Mars","no","D/94/S","TRAPPIST-1e",25,"no",314,2,648,92,0,"Whark Teake","no"
"2774_01","Earth","no","F/575/P","TRAPPIST-1e",29,"no",3,0,3,0,697,"Coreen Bushins","no"
"2774_02","Earth","no","F/575/P","TRAPPIST-1e",17,"no",0,1195,31,0,0,"Crisey Mcbriddley","no"
"2774_03","Earth","no","F/575/P","TRAPPIST-1e",13,"no",412,4,0,0,551,"Aleroy Bushins","no"
"2778_01","Mars","no","D/82/P","TRAPPIST-1e",35,NA,2301,0,414,NA,0,"Gorice Fisty","yes"
"2778_02","Mars","yes","F/576/P","55 Cancri e",53,"no",NA,0,0,0,0,"Yogal Fisty","yes"
"2780_01","Earth","no","F/578/P","TRAPPIST-1e",24,"no",14,702,0,0,0,"Eilace Chanan","no"
"2781_01","Earth","yes","G/447/P","TRAPPIST-1e",38,"no",0,0,0,0,0,"Marice Williotters","no"
"2783_01","Europa","yes","D/83/P","55 Cancri e",21,"no",0,0,0,0,0,"Alteron Emetillove","yes"
"2783_02","Europa","no","D/83/P","55 Cancri e",29,"no",2,8,0,2864,155,"Gatrin Emetillove","no"
"2784_01","Earth","no","G/448/P","TRAPPIST-1e",46,"no",0,0,1661,52,8,"Monard Walterson","yes"
"2785_01","Europa","yes","C/102/S","TRAPPIST-1e",58,"no",NA,0,0,0,0,"Wasaleh Clindy","yes"
"2786_01","Earth","no","E/190/S","PSO J318.5-22",53,"no",0,1,0,195,493,"Luise Franankson","yes"
"2787_01","Earth","no","F/535/S","55 Cancri e",21,"no",13,NA,1098,64,1,"Stelly Salez","no"
"2788_01","Earth","yes","G/449/P","PSO J318.5-22",27,"no",0,0,0,0,0,"Harlos Ramoran","no"
"2789_01","Earth","yes","G/450/P","TRAPPIST-1e",31,"no",0,0,0,0,0,"Idave Carverson","no"
"2790_01","Europa","yes","B/86/P","55 Cancri e",23,NA,0,0,0,0,0,"Asch Simous","yes"
"2790_02","Europa","no","B/86/P","55 Cancri e",41,"no",0,320,4333,1313,51,"Cheliak Simous","no"
"2790_03","Europa","no","B/86/P","TRAPPIST-1e",29,"no",3,933,0,674,731,"Izarino Simous","no"
"2790_04","Europa","no","B/86/P","55 Cancri e",54,"no",0,37,0,4689,0,"Tarrak Simous","no"
"2790_05","Europa","no","B/86/P","55 Cancri e",43,"no",0,9923,660,10,266,"Zaninon Simous","yes"
"2792_01","Earth","yes","G/446/S","PSO J318.5-22",36,"no",0,0,0,0,0,"Duana Figuez","yes"
"2793_01","Earth","no","E/169/P","TRAPPIST-1e",48,"no",784,87,0,0,1,"Darrie Mcinton","yes"
"2795_01","Europa","no","C/103/S","TRAPPIST-1e",34,"no",10,5659,15,3,0,"Genons Brantcable","yes"
